code,vul_id,severity,line_no
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",79,2,6
password = 'hardcoded_password123'  # CWE-798,400,2,10
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",91,2,13
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",352,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",306,2,2
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",917,2,6
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",918,1,11
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",416,1,9
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",798,0,-1
password = 'hardcoded_password123'  # CWE-798,352,3,10
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",284,2,15
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",79,2,15
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1191,3,8
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",22,3,3
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",922,3,12
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",330,1,9
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",862,2,1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",23,2,3
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",369,2,11
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",918,3,10
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",90,1,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",22,3,4
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",90,3,14
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",22,3,15
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",16,1,7
password = 'hardcoded_password123'  # CWE-798,1231,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",284,2,5
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",125,2,12
password = 'hardcoded_password123'  # CWE-798,91,3,9
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",798,3,11
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",798,3,1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",327,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",917,2,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",306,2,5
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",359,2,9
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",73,3,6
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",306,2,13
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",352,3,6
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",862,2,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",918,3,10
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",863,3,8
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",89,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1321,3,1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",89,2,5
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",400,1,1
password = 'hardcoded_password123'  # CWE-798,311,2,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",732,0,-1
password = 'hardcoded_password123'  # CWE-798,78,3,2
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",416,3,5
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",78,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",862,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",922,1,8
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",22,1,5
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",78,1,3
password = 'hardcoded_password123'  # CWE-798,201,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",200,2,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",922,1,7
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1321,2,7
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",22,2,8
password = 'hardcoded_password123'  # CWE-798,416,1,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",209,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",352,1,8
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",416,1,2
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",22,1,15
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",248,2,13
password = 'hardcoded_password123'  # CWE-798,352,3,14
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",416,1,5
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1189,3,15
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",89,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",23,1,2
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",125,1,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",319,2,2
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",90,2,5
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",863,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",23,3,13
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",476,2,3
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",922,1,13
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",94,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",78,3,5
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",91,2,10
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",287,3,15
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",319,0,-1
password = 'hardcoded_password123'  # CWE-798,77,2,12
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",306,2,15
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",328,3,12
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",191,3,8
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",502,2,15
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",201,3,2
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",73,3,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",359,2,13
password = 'hardcoded_password123'  # CWE-798,319,1,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",287,3,5
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",201,3,13
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",330,2,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",359,2,6
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",787,3,13
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",74,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",359,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",79,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",787,2,13
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",327,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",327,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",798,2,15
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1191,1,8
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",89,3,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",310,3,6
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",89,3,13
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",16,1,4
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",200,2,10
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1021,1,10
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",311,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",476,1,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",23,2,7
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",311,3,4
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",287,3,12
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",862,2,4
password = 'hardcoded_password123'  # CWE-798,918,1,4
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",476,2,11
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",502,3,11
password = 'hardcoded_password123'  # CWE-798,248,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",601,2,15
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",416,1,12
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",922,1,4
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",502,2,12
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",400,0,-1
password = 'hardcoded_password123'  # CWE-798,74,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",248,2,7
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",319,1,5
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",703,1,3
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",191,3,8
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",79,1,12
password = 'hardcoded_password123'  # CWE-798,79,3,10
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",328,1,12
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",863,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",416,3,14
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",73,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",326,3,2
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",310,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",79,3,9
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",369,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",78,3,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",732,1,9
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",330,1,10
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",94,3,7
password = 'hardcoded_password123'  # CWE-798,306,1,8
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",476,1,9
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",190,1,6
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1231,1,5
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",917,3,2
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",416,1,2
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",125,0,-1
password = 'hardcoded_password123'  # CWE-798,787,2,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",862,3,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",863,2,6
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",311,1,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",22,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",287,1,9
